age,sex,race,legal_status,custody_status,marital_status,assessment_reason,language,class
25,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
31,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
25,Male,Hispanic,Post Sentence,Probation,Married,Intake,English,Low
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
24,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
23,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
30,Male,African-American,Other,Probation,Single,Intake,English,Medium
33,Female,African-American,Post Sentence,Probation,Single,Intake,English,Low
32,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Female,African-American,Post Sentence,Probation,Single,Intake,English,High
33,Male,African-American,Pretrial,Probation,Separated,Intake,English,High
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
20,Female,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
28,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,High
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
22,Female,Hispanic,Other,Probation,Single,Intake,English,Medium
20,Female,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
27,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
32,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
34,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
26,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
29,Male,Asian,Post Sentence,Probation,Single,Intake,English,Low
18,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
31,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
31,Male,African-American,Conditional Release,Probation,Single,Intake,English,Low
29,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
18,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
33,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
20,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
22,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
31,Male,Hispanic,Post Sentence,Probation,Married,Intake,English,Low
29,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
24,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
24,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
23,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
28,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
19,Male,African-American,Conditional Release,Probation,Single,Intake,English,Medium
30,Male,Caucasian,Post Sentence,Probation,Married,Intake,English,Low
35,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Low
31,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
29,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
21,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
25,Male,African-American,Pretrial,Jail Inmate,Significant Other,Intake,English,Low
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
35,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
21,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
32,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
18,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
37,Female,African-American,Pretrial,Jail Inmate,Separated,Intake,English,Medium
23,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
22,Male,Native American,Pretrial,Jail Inmate,Single,Intake,English,High
27,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
32,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
33,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
20,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,High
29,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
26,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
33,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
29,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
26,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
33,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
32,Male,Other,Pretrial,Jail Inmate,Married,Intake,English,Low
34,Male,African-American,Pretrial,Jail Inmate,Married,Intake,English,High
21,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
32,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,High
20,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,High
26,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
35,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
32,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
23,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
33,Male,Caucasian,Post Sentence,Probation,Divorced,Intake,English,Medium
35,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
24,Female,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
29,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
22,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
33,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
20,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,High
26,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
25,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
30,Female,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Low
34,Male,Caucasian,Post Sentence,Probation,Married,Intake,English,Low
21,Female,African-American,Post Sentence,Probation,Single,Intake,English,Medium
35,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
33,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
29,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,High
30,Female,African-American,Other,Probation,Single,Intake,English,Medium
21,Female,Caucasian,Pretrial,Pretrial Defendant,Divorced,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
20,Female,Native American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
20,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
24,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
26,Female,Caucasian,Other,Probation,Single,Intake,English,Low
22,Male,Caucasian,Other,Probation,Single,Intake,English,Medium
21,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
29,Female,African-American,Pretrial,Probation,Single,Intake,English,Low
25,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
22,Male,African-American,Other,Probation,Single,Intake,English,Low
23,Female,African-American,Post Sentence,Probation,Single,Intake,English,Medium
28,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,African-American,Post Sentence,Probation,Separated,Intake,English,Low
19,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
18,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
27,Male,African-American,Pretrial,Jail Inmate,Significant Other,Intake,English,High
22,Male,Hispanic,Other,Probation,Single,Intake,English,High
18,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
22,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
25,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
25,Male,Hispanic,Other,Probation,Single,Intake,English,Low
24,Female,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
31,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
31,Male,Hispanic,Other,Probation,Single,Intake,Spanish,Low
24,Male,African-American,Post Sentence,Probation,Married,Intake,English,Medium
24,Female,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
25,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
20,Male,Hispanic,Probation Violator,Probation,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
34,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Female,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,High
33,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
24,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
34,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
24,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Low
20,Female,African-American,Post Sentence,Probation,Single,Intake,English,High
23,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
29,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,High
31,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
23,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
29,Male,African-Am,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,African-American,Post Sentence,Probation,Married,Intake,English,Low
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
26,Male,Caucasian,Other,Probation,Married,Intake,English,Low
25,Male,Hispanic,Other,Probation,Married,Intake,Spanish,Low
34,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
33,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
30,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
21,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
20,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,High
26,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Low
22,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
26,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
27,Female,African-American,Other,Probation,Single,Intake,English,Low
21,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,High
33,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,High
25,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
30,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Low
27,Male,Caucasian,Other,Probation,Single,Intake,English,Medium
27,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,High
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
29,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
35,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
24,Female,African-American,Post Sentence,Probation,Single,Intake,English,High
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
30,Female,African-American,Pretrial,Pretrial Defendant,Divorced,Intake,English,Medium
22,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
33,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
27,Male,Other,Pretrial,Jail Inmate,Married,Intake,English,Low
19,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
35,Female,African-American,Post Sentence,Probation,Single,Intake,English,Low
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
21,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
31,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
26,Male,Hispanic,Pretrial,Jail Inmate,Separated,Intake,English,Medium
28,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
30,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
34,Male,Caucasian,Pretrial,Jail Inmate,Divorced,Intake,English,Low
28,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
18,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
22,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
30,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
22,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
30,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
36,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
21,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
